,authors,hotels,cr1,cr2,cr3,cr4,cr5,cr6,cr7,cr8
28054,lass=,119643,4,-1,4,-1,4,-1,5,-1
28055,lass=,119643,3,-1,3,-1,3,-1,3,-1
28056,lass=,119643,5,-1,4,-1,5,-1,4,-1
28057,lass=,119643,3,-1,3,-1,4,-1,3,-1
28058,DEN31,81520,3,-1,-1,-1,-1,-1,-1,-1
28059,LUVtheNW,81520,5,5,4,5,4,4,3,3
28060,James19971,81520,1,1,1,4,1,4,4,3
28061,AnonymousTravelerUsa,81520,1,1,1,5,1,2,-1,1
28062,Crankee,81520,5,5,5,5,5,5,5,-1
28063,MissTravelAlot,81520,1,-1,-1,-1,-1,-1,-1,-1
28064,Seat24A,81520,2,3,2,3,3,3,3,-1
28065,a.p.1017,81520,1,2,1,3,2,1,1,2
28066,zski,81520,3,3,3,4,4,4,3,4
28067,Foddye,81520,4,5,3,-1,4,-1,4,-1
28068,A TripAdvisor Member,81520,4,5,4,-1,4,-1,4,-1
28069,A TripAdvisor Member,81520,4,4,5,-1,5,-1,5,-1
28070,A TripAdvisor Member,81520,1,2,1,-1,2,-1,2,-1
28071,travelHI,81520,5,5,4,-1,5,-1,5,-1
28072,Kai-17,81520,5,5,5,-1,5,-1,5,-1
28073,A TripAdvisor Member,81520,4,4,3,-1,4,-1,2,-1
28074,A TripAdvisor Member,81520,5,5,5,-1,5,-1,5,-1
28075,A TripAdvisor Member,81520,1,1,1,-1,1,-1,1,-1
28076,A TripAdvisor Member,81520,4,-1,-1,-1,-1,-1,-1,-1
28077,A TripAdvisor Member,81520,5,5,4,-1,5,-1,4,-1
28078,A TripAdvisor Member,81520,2,-1,-1,-1,-1,-1,-1,-1
28079,Mona216,81520,4,-1,-1,-1,-1,-1,-1,-1
28080,A TripAdvisor Member,81520,5,-1,-1,-1,-1,-1,-1,-1
28081,lass=,81520,4,-1,4,-1,5,-1,5,-1
28082,lass=,81520,3,-1,1,-1,-1,-1,4,-1
28083,lass=,81520,4,4,3,-1,4,-1,4,-1
28084,lass=,81520,3,-1,3,-1,-1,-1,3,-1
28085,lass=,81520,4,-1,4,-1,-1,-1,4,-1
28086,lass=,81520,5,-1,5,-1,-1,-1,5,-1
28087,lass=,81520,4,-1,4,-1,4,-1,4,-1
28088,lass=,81520,5,-1,5,-1,5,-1,5,-1
28089,lass=,81520,4,-1,4,-1,4,-1,3,-1
28090,lass=,81520,4,-1,3,-1,4,-1,4,-1
28091,lass=,81520,4,-1,3,-1,-1,-1,4,-1
28092,lass=,81520,0,-1,-1,-1,-1,-1,-1,-1
28093,trevostar,596991,4,5,4,4,5,5,3,3
28094,brianc_li,596991,4,5,4,4,5,4,4,5
28095,Ravchek,596991,4,4,4,5,4,4,4,-1
28096,threespires,596991,4,5,5,5,4,4,4,-1
28097,AsianGeekette,596991,2,2,4,4,3,3,1,4
28098,Schonefeld,596991,5,5,5,5,5,4,4,5
28099,Dezzydez,596991,4,5,4,4,4,4,-1,-1
28100,Purle3121,596991,4,4,4,5,4,4,2,-1
28101,DontGo4_2ndBest,596991,5,5,5,-1,5,-1,5,-1
28102,NaMakani,596991,5,5,5,-1,5,-1,4,-1
28103,A TripAdvisor Member,596991,5,4,4,-1,4,-1,4,-1
28104,A TripAdvisor Member,596991,4,3,4,-1,3,-1,3,-1
28105,yrtx4e,596991,1,-1,3,-1,4,-1,1,-1
28106,A TripAdvisor Member,596991,5,-1,-1,-1,-1,-1,-1,-1
28107,vaxx,596991,4,4,4,-1,5,-1,4,-1
28108,lass=,596991,5,-1,4,-1,-1,-1,5,-1
28109,lass=,596991,4,-1,4,-1,-1,-1,4,-1
28110,lass=,596991,4,-1,3,-1,-1,-1,3,-1
28111,joe1968,596991,5,5,5,4,5,5,5,5
28112,lass=,596991,4,-1,4,-1,-1,-1,3,-1
28113,lass=,596991,4,-1,5,-1,-1,-1,4,-1
28114,lass=,596991,5,-1,4,-1,-1,-1,3,-1
28115,lass=,596991,5,-1,5,-1,-1,-1,5,-1
28116,lass=,596991,5,-1,5,-1,-1,-1,4,-1
28117,lass=,596991,3,-1,4,-1,-1,-1,3,-1
28118,lass=,596991,4,-1,3,-1,-1,-1,4,-1
28119,lass=,596991,3,-1,3,-1,-1,-1,3,-1
28120,lass=,596991,4,-1,3,-1,-1,-1,5,-1
28121,HongKongStars,299735,1,2,3,1,4,2,2,4
28122,jma-adc,299735,4,3,4,4,4,4,4,3
28123,heimishe-traveler,299735,5,5,5,5,5,5,5,5
28124,Suite2100,299735,3,-1,-1,-1,-1,-1,-1,-1
28125,A TripAdvisor Member,299735,4,5,5,-1,5,-1,5,-1
28126,lass=,299735,4,-1,4,-1,4,-1,3,-1
28127,marcus_p,299735,4,-1,-1,-1,-1,-1,-1,-1
28128,lass=,299735,5,-1,5,-1,5,-1,5,-1
28129,A TripAdvisor Member,232961,4,3,5,-1,5,-1,3,-1
28130,lass=,232961,3,4,4,-1,4,-1,4,-1
28131,lass=,232961,3,3,3,-1,3,-1,3,-1
28132,lass=,232961,4,4,4,-1,5,-1,4,-1
28133,lass=,232961,4,4,4,-1,4,-1,4,-1
28134,lass=,232961,5,5,5,-1,4,-1,5,-1
28135,lass=,232961,3,3,2,-1,2,-1,4,-1
28136,lass=,232961,2,2,2,-1,2,-1,3,-1
28137,lass=,232961,5,5,5,-1,5,-1,5,-1
28138,lass=,232961,4,5,4,-1,5,-1,5,-1
28139,lass=,232961,2,1,2,-1,2,-1,3,-1
28140,lass=,232961,4,5,4,-1,4,-1,5,-1
28141,lass=,232961,4,5,5,-1,4,-1,5,-1
28142,lass=,232961,4,4,4,-1,5,-1,5,-1
28143,lass=,232961,3,3,4,-1,3,-1,3,-1
28144,lass=,232961,4,4,4,-1,4,-1,5,-1
28145,lass=,232961,3,2,4,-1,4,-1,2,-1
28146,lass=,232961,3,3,3,-1,4,-1,3,-1
28147,lass=,232961,3,3,2,-1,3,-1,3,-1
28148,lass=,232961,4,4,3,-1,4,-1,4,-1
28149,lass=,232961,0,-1,-1,-1,-1,-1,-1,-1
28150,A TripAdvisor Member,81511,1,1,1,-1,1,-1,2,-1
28151,orangetime,81511,4,4,4,-1,5,-1,4,-1
28152,lass=,81511,3,-1,4,-1,3,-1,3,-1
28153,lass=,81511,3,-1,3,-1,1,-1,3,-1
28154,lass=,81511,4,-1,4,-1,3,-1,3,-1
28155,lass=,81511,4,-1,4,-1,4,-1,3,-1
28156,lass=,81511,4,-1,4,-1,4,-1,2,-1
28157,lass=,81511,3,-1,3,-1,2,-1,3,-1
28158,lass=,81511,4,-1,4,-1,4,-1,5,-1
28159,lass=,81511,4,-1,3,-1,5,-1,5,-1
28160,BA-traveler,123039,2,3,3,3,3,2,1,3
28161,SONNYSMOM,123039,4,4,5,5,3,4,4,3
28162,IdahoCoug,123039,3,-1,2,3,3,3,3,-1
28163,Traveldanse,123039,4,3,4,4,4,4,4,3
28164,bugss,123039,4,5,4,3,3,3,3,-1
28165,sjanes,123039,4,4,4,3,4,4,4,3
28166,fedexflyer,123039,3,4,3,-1,3,-1,3,-1
28167,OkanaganBCTraveler,123039,4,4,4,-1,4,-1,4,-1
28168,dave1013,123039,3,-1,-1,-1,-1,-1,-1,-1
28169,Brown-2004,123039,5,-1,-1,-1,-1,-1,-1,-1
28170,traveler2978,638900,5,5,5,5,5,5,5,5
28171,cuss,638900,5,5,5,5,5,5,5,3
28172,edleo13,638900,3,3,3,5,3,4,2,-1
28173,K_Getchell,638900,5,5,5,4,5,5,5,4
28174,takia,638900,1,3,2,4,1,2,1,1
28175,Ex-Ambo,156086,2,-1,-1,-1,-1,-1,-1,-1
28176,PMTexas,156086,3,3,3,3,4,1,2,1
28177,HollyWorton,156086,4,4,4,5,5,4,5,5
28178,karla014,156086,3,3,2,4,3,3,3,3
28179,artnuvo,156086,5,5,5,5,5,5,5,-1
28180,LagunaMandy,156086,5,5,4,5,4,4,4,4
28181,canbagna,156086,5,5,5,5,5,5,5,4
28182,A TripAdvisor Member,156086,5,5,5,-1,5,-1,5,-1
28183,A TripAdvisor Member,156086,5,4,5,-1,5,-1,5,-1
28184,A TripAdvisor Member,156086,5,4,5,-1,5,-1,4,-1
28185,A TripAdvisor Member,156086,2,2,2,-1,2,-1,2,-1
28186,A TripAdvisor Member,156086,3,4,4,-1,4,-1,3,-1
28187,Blankko,156086,4,-1,-1,-1,-1,-1,-1,-1
28188,beasttraveler,156086,2,-1,-1,-1,-1,-1,-1,-1
28189,A TripAdvisor Member,156086,2,-1,-1,-1,-1,-1,-1,-1
28190,A TripAdvisor Member,156086,1,-1,-1,-1,-1,-1,-1,-1
28191,A TripAdvisor Member,156086,4,-1,-1,-1,-1,-1,-1,-1
28192,Insideinfo77,156086,1,-1,-1,-1,-1,-1,-1,-1
28193,A TripAdvisor Member,156086,5,-1,-1,-1,-1,-1,-1,-1
28194,lass=,156086,5,-1,5,-1,5,-1,5,-1
28195,lass=,156086,2,-1,2,-1,2,-1,2,-1
28196,Genovapernoi,122998,1,3,2,5,2,2,1,-1
28197,A TripAdvisor Member,122998,5,3,3,-1,4,-1,4,-1
28198,A TripAdvisor Member,122998,5,-1,-1,-1,-1,-1,-1,-1
28199,A TripAdvisor Member,122998,2,-1,-1,-1,-1,-1,-1,-1
28200,A TripAdvisor Member,122998,1,-1,-1,-1,-1,-1,-1,-1
28201,lass=,122998,5,-1,-1,-1,-1,-1,-1,-1
28202,lajoa,232775,3,3,3,3,4,5,-1,5
28203,A TripAdvisor Member,232775,4,4,4,-1,4,-1,3,-1
28204,Reven,232775,4,5,4,-1,4,-1,4,-1
28205,A TripAdvisor Member,232775,5,5,5,-1,5,-1,5,-1
28206,A TripAdvisor Member,232775,4,5,4,-1,4,-1,5,-1
28207,A TripAdvisor Member,232775,5,5,5,-1,5,-1,4,-1
28208,A TripAdvisor Member,232775,3,3,3,-1,4,-1,3,-1
28209,A TripAdvisor Member,232775,3,-1,-1,-1,-1,-1,-1,-1
28210,Pyra,232775,4,4,2,-1,3,-1,2,-1
28211,A TripAdvisor Member,232775,4,-1,-1,-1,-1,-1,-1,-1
28212,A TripAdvisor Member,232775,5,-1,-1,-1,-1,-1,-1,-1
28213,lass=,232775,4,4,4,-1,4,-1,3,-1
28214,lass=,232775,4,5,5,-1,5,-1,4,-1
28215,lass=,232775,4,4,4,-1,4,-1,4,-1
28216,lass=,232775,4,5,5,-1,4,-1,4,-1
28217,lass=,232775,5,-1,4,-1,5,-1,5,-1
28218,lass=,232775,4,4,5,-1,4,-1,4,-1
28219,lass=,232775,5,-1,5,-1,5,-1,4,-1
28220,lass=,232775,4,-1,4,-1,4,-1,4,-1
28221,lass=,232775,4,5,4,-1,4,-1,5,-1
28222,lass=,232775,5,5,5,-1,5,-1,5,-1
28223,lass=,232775,3,4,2,-1,4,-1,4,-1
28224,lass=,232775,3,4,4,-1,3,-1,3,-1
28225,lass=,232775,4,5,5,-1,4,-1,5,-1
28226,lass=,232775,5,5,5,-1,5,-1,4,-1
28227,lass=,232775,3,-1,3,-1,4,-1,2,-1
28228,lass=,232775,4,3,4,-1,4,-1,4,-1
28229,lass=,232775,5,5,5,-1,4,-1,5,-1
28230,lass=,232775,4,5,5,-1,5,-1,5,-1
28231,lass=,232775,4,5,3,-1,4,-1,5,-1
28232,lass=,232775,4,4,3,-1,5,-1,4,-1
28233,lass=,232775,3,-1,3,-1,4,-1,3,-1
28234,lass=,232775,2,-1,2,-1,2,-1,4,-1
28235,lass=,232775,3,4,5,-1,5,-1,4,-1
28236,lass=,232775,4,-1,4,-1,5,-1,4,-1
28237,lass=,232775,3,2,4,-1,3,-1,3,-1
28238,lass=,232775,4,4,5,-1,5,-1,5,-1
28239,lass=,232775,5,5,4,-1,4,-1,5,-1
28240,lass=,232775,4,5,3,-1,4,-1,4,-1
28241,lass=,232775,3,3,4,-1,4,-1,3,-1
28242,lass=,232775,5,4,5,-1,5,-1,4,-1
28243,lass=,232775,4,5,4,-1,5,-1,4,-1
28244,lass=,232775,5,5,4,-1,5,-1,5,-1
28245,lass=,232775,4,5,5,-1,3,-1,5,-1
28246,lass=,232775,4,5,4,-1,4,-1,4,-1
28247,lass=,232775,4,5,5,-1,5,-1,2,-1
28248,lass=,232775,4,5,3,-1,5,-1,4,-1
28249,lass=,232775,4,4,3,-1,4,-1,4,-1
28250,lass=,232775,4,4,4,-1,3,-1,3,-1
28251,lass=,232775,5,4,5,-1,5,-1,5,-1
28252,Stevied888,73957,5,5,5,3,4,4,4,-1
28253,Iamuzak,73957,4,4,4,4,4,3,2,4
28254,BL24,73957,4,4,5,5,5,4,4,4
28255,degreemd,73957,4,4,4,4,4,5,5,2
28256,Travel_Pro55,73957,5,5,5,5,5,5,5,5
28257,Goldrusswoman,73957,3,-1,-1,-1,-1,-1,-1,-1
28258,oklahomasooner00,73957,2,2,2,3,2,1,1,-1
28259,Dave148,73957,4,4,4,4,4,4,4,2
28260,sacanon,73957,2,5,4,3,5,5,5,-1
28261,jcstone47,73957,5,5,5,4,5,4,4,3
28262,drjeff,73957,3,-1,-1,-1,-1,-1,-1,-1
28263,moviegal226,73957,4,4,3,3,3,3,3,3
28264,Royzee,73957,4,3,5,4,5,5,5,3
28265,Pir8guy,73957,3,3,4,4,4,4,4,3
28266,OSU_Fan1967,73957,4,4,4,5,4,5,5,-1
28267,Frqflier,73957,5,5,5,5,-1,5,3,3
28268,justmewonderinginyuma,73957,4,-1,-1,-1,-1,-1,-1,-1
28269,A TripAdvisor Member,73957,3,4,4,-1,4,-1,3,-1
28270,TravelerofNJ,73957,4,5,3,-1,3,-1,4,-1
28271,A TripAdvisor Member,73957,4,-1,-1,-1,-1,-1,-1,-1
28272,A TripAdvisor Member,73957,4,4,4,-1,4,-1,4,-1
28273,A TripAdvisor Member,73957,2,3,2,-1,4,-1,3,-1
28274,Buben,73957,2,1,2,-1,2,-1,3,-1
28275,A TripAdvisor Member,73957,4,5,5,-1,4,-1,4,-1
28276,A TripAdvisor Member,73957,4,5,4,-1,4,-1,3,-1
28277,A TripAdvisor Member,73957,2,4,4,-1,5,-1,5,-1
28278,dritter,73957,5,4,4,-1,4,-1,4,-1
28279,treborwf,73957,3,3,4,-1,2,-1,3,-1
28280,A TripAdvisor Member,73957,5,5,5,-1,5,-1,5,-1
28281,A TripAdvisor Member,73957,5,4,5,-1,4,-1,5,-1
28282,A TripAdvisor Member,73957,5,3,4,-1,4,-1,4,-1
28283,lass=,73957,4,-1,-1,-1,-1,-1,-1,-1
28284,A TripAdvisor Member,73957,5,-1,-1,-1,-1,-1,-1,-1
28285,A TripAdvisor Member,73957,2,3,2,-1,4,-1,4,-1
28286,A TripAdvisor Member,73957,3,5,5,-1,5,-1,5,-1
28287,A TripAdvisor Member,73957,5,4,5,-1,5,-1,5,-1
28288,A TripAdvisor Member,73957,5,5,4,-1,5,-1,4,-1
28289,A TripAdvisor Member,73957,3,-1,-1,-1,-1,-1,-1,-1
28290,A TripAdvisor Member,73957,5,5,5,-1,5,-1,4,-1
28291,A TripAdvisor Member,73957,5,5,4,-1,4,-1,5,-1
28292,A TripAdvisor Member,73957,3,3,1,-1,3,-1,2,-1
28293,A TripAdvisor Member,73957,4,5,4,-1,5,-1,4,-1
28294,Jerri_Blank,73957,4,-1,-1,-1,-1,-1,-1,-1
28295,AGSicilyBound,73957,4,-1,-1,-1,-1,-1,-1,-1
28296,A TripAdvisor Member,73957,2,-1,-1,-1,-1,-1,-1,-1
28297,A TripAdvisor Member,73957,5,5,3,-1,4,-1,5,-1
28298,A TripAdvisor Member,73957,3,5,4,-1,5,-1,4,-1
28299,A TripAdvisor Member,73957,4,4,4,-1,4,-1,5,-1
28300,ltp_tango,73957,3,-1,-1,-1,-1,-1,-1,-1
28301,A TripAdvisor Member,73957,4,3,4,-1,4,-1,4,-1
28302,A TripAdvisor Member,73957,1,-1,-1,-1,-1,-1,-1,-1
28303,Boeing767,73957,5,-1,-1,-1,-1,-1,-1,-1
28304,lass=,73957,1,-1,-1,-1,-1,-1,-1,-1
28305,lass=,73957,2,-1,-1,-1,-1,-1,-1,-1
28306,lass=,73957,5,-1,5,-1,5,-1,5,-1
28307,lass=,73957,4,-1,4,-1,4,-1,4,-1
28308,mdstephenson,100509,3,-1,-1,-1,-1,-1,-1,-1
28309,triclops,100509,4,5,4,3,5,4,4,4
28310,Jessi9260,100509,4,4,3,5,5,5,5,-1
28311,Wellstraveller,100509,5,5,5,5,5,5,5,5
28312,seattle&munich,100509,5,5,3,5,4,5,-1,-1
28313,MattBLondon_England,100509,4,5,4,-1,5,-1,3,-1
28314,A TripAdvisor Member,100509,4,5,4,-1,5,-1,3,-1
28315,A TripAdvisor Member,100509,5,4,4,-1,4,-1,5,-1
28316,A TripAdvisor Member,100509,1,-1,-1,-1,-1,-1,-1,-1
28317,A TripAdvisor Member,100509,4,3,4,-1,5,-1,4,-1
28318,A TripAdvisor Member,100509,4,-1,-1,-1,-1,-1,-1,-1
28319,A TripAdvisor Member,100509,2,-1,-1,-1,-1,-1,-1,-1
28320,A TripAdvisor Member,100509,4,5,5,-1,5,-1,5,-1
28321,lass=,100509,5,-1,-1,-1,-1,-1,-1,-1
28322,lass=,100509,5,-1,3,-1,5,-1,5,-1
28323,lass=,100509,1,-1,1,-1,4,-1,2,-1
28324,jxz,754229,5,3,5,2,4,5,5,4
28325,babyboo999,223971,5,5,4,3,4,4,5,4
28326,DutchyCan,223971,3,3,4,1,4,3,3,-1
28327,peggyplee,223971,5,5,5,5,5,5,5,-1
28328,Carolinne,223971,5,-1,5,4,5,5,5,-1
28329,A TripAdvisor Member,223971,5,5,5,-1,4,-1,5,-1
28330,A TripAdvisor Member,223971,4,3,5,-1,3,-1,2,-1
28331,A TripAdvisor Member,223971,5,-1,-1,-1,-1,-1,-1,-1
28332,A TripAdvisor Member,223971,5,4,4,-1,4,-1,3,-1
28333,A TripAdvisor Member,223971,3,-1,-1,-1,-1,-1,-1,-1
28334,A TripAdvisor Member,223971,4,-1,-1,-1,-1,-1,-1,-1
28335,lass=,223971,4,-1,4,-1,4,-1,4,-1
28336,FrqTravlr,219144,2,2,3,4,3,2,1,1
28337,borris,219144,5,5,5,5,5,5,5,-1
28338,KINGKONG3,219144,4,3,4,5,4,4,4,-1
28339,podoho,219144,5,5,5,5,5,5,5,-1
28340,roadwarrior30,219144,3,3,2,-1,3,-1,3,-1
28341,A TripAdvisor Member,219144,4,3,4,-1,4,-1,3,-1
28342,A TripAdvisor Member,219144,4,4,4,-1,4,-1,3,-1
28343,A TripAdvisor Member,219144,4,3,3,-1,4,-1,4,-1
28344,A TripAdvisor Member,219144,4,4,5,-1,5,-1,5,-1
28345,A TripAdvisor Member,219144,4,-1,-1,-1,-1,-1,-1,-1
28346,A TripAdvisor Member,219144,3,-1,-1,-1,-1,-1,-1,-1
28347,wise2374,219144,3,-1,-1,-1,-1,-1,-1,-1
28348,dubainick,219144,3,-1,-1,-1,-1,-1,-1,-1
28349,lass=,219144,2,-1,3,-1,2,-1,1,-1
28350,lass=,219144,4,-1,4,-1,4,-1,4,-1
28351,lass=,219144,5,-1,5,-1,5,-1,5,-1
28352,lass=,219144,4,-1,3,-1,4,-1,4,-1
28353,lass=,219144,5,-1,5,-1,5,-1,4,-1
28354,A TripAdvisor Member,237516,5,-1,-1,-1,-1,-1,-1,-1
28355,A TripAdvisor Member,237516,5,5,4,-1,5,-1,5,-1
28356,A TripAdvisor Member,237516,5,5,3,-1,5,-1,5,-1
28357,A TripAdvisor Member,237516,5,4,4,-1,5,-1,5,-1
28358,A TripAdvisor Member,237516,4,-1,-1,-1,-1,-1,-1,-1
28359,lass=,237516,2,1,3,-1,2,-1,2,-1
28360,lass=,237516,4,4,4,-1,4,-1,4,-1
28361,lass=,237516,5,5,5,-1,5,-1,5,-1
28362,lass=,237516,4,4,4,-1,5,-1,4,-1
28363,FrugalFly,203000,4,5,4,4,4,4,3,4
28364,RonLynda,203000,4,4,4,4,3,4,4,3
28365,JBCB,203000,4,4,4,4,5,5,5,-1
28366,Renoir184,203000,5,5,5,4,5,5,5,5
28367,Pierre and Nicole,203000,4,3,3,4,4,5,5,-1
28368,birdette,203000,4,4,4,5,4,4,4,3
28369,Sharonspud,203000,4,4,4,4,4,4,4,-1
28370,A TripAdvisor Member,203000,5,4,5,-1,5,-1,5,-1
28371,A TripAdvisor Member,203000,5,-1,-1,-1,-1,-1,-1,-1
28372,A TripAdvisor Member,203000,5,5,5,-1,5,-1,5,-1
28373,A TripAdvisor Member,203000,4,4,4,-1,5,-1,4,-1
28374,ramchalice,203000,3,3,3,-1,4,-1,3,-1
28375,A TripAdvisor Member,203000,4,5,3,-1,4,-1,4,-1
28376,A TripAdvisor Member,203000,4,5,4,-1,5,-1,4,-1
28377,A TripAdvisor Member,203000,4,4,4,-1,4,-1,5,-1
28378,A TripAdvisor Member,203000,3,-1,-1,-1,-1,-1,-1,-1
28379,A TripAdvisor Member,203000,4,-1,-1,-1,-1,-1,-1,-1
28380,lass=,203000,4,5,5,-1,5,-1,5,-1
28381,lass=,203000,5,5,5,-1,5,-1,5,-1
28382,lass=,203000,4,4,4,-1,4,-1,4,-1
28383,lass=,203000,4,4,5,-1,5,-1,4,-1
28384,lass=,203000,4,-1,4,-1,4,-1,4,-1
28385,lass=,203000,4,-1,4,-1,5,-1,4,-1
28386,lass=,203000,5,-1,5,-1,5,-1,4,-1
28387,lass=,203000,3,-1,4,-1,4,-1,3,-1
28388,lass=,203000,5,-1,4,-1,5,-1,4,-1
28389,lass=,203000,5,-1,5,-1,5,-1,5,-1
28390,lass=,203000,5,-1,5,-1,-1,-1,5,-1
28391,lass=,203000,5,-1,4,-1,5,-1,5,-1
28392,lass=,203000,4,-1,3,-1,5,-1,4,-1
28393,lass=,203000,5,-1,5,-1,4,-1,5,-1
28394,lass=,203000,3,-1,3,-1,4,-1,4,-1
28395,lass=,203000,1,-1,2,-1,2,-1,2,-1
28396,lass=,203000,4,-1,3,-1,5,-1,5,-1
28397,lass=,203000,5,5,3,-1,5,-1,5,-1
28398,lass=,203000,4,4,4,-1,5,-1,5,-1
28399,lass=,203000,0,-1,-1,-1,-1,-1,-1,-1
28400,lass=,203000,4,-1,5,-1,-1,-1,4,-1
28401,lass=,203000,3,3,2,-1,4,-1,4,-1
28402,lass=,203000,4,5,4,-1,5,-1,5,-1
28403,lass=,203000,4,5,4,-1,4,-1,4,-1
28404,lass=,203000,4,-1,5,-1,5,-1,4,-1
28405,lass=,203000,4,-1,4,-1,5,-1,3,-1
28406,TOSCANE,203000,2,2,3,3,3,3,3,-1
28407,lass=,203000,4,5,3,-1,5,-1,5,-1
28408,lass=,203000,5,-1,4,-1,-1,-1,4,-1
28409,lass=,203000,5,5,4,-1,5,-1,4,-1
28410,lass=,203000,4,-1,4,-1,-1,-1,4,-1
28411,lass=,203000,3,-1,3,-1,-1,-1,2,-1
28412,lass=,203000,4,-1,4,-1,5,-1,5,-1
28413,lass=,203000,4,-1,3,-1,4,-1,4,-1
28414,lass=,203000,5,-1,5,-1,-1,-1,4,-1
28415,lass=,203000,5,5,4,-1,4,-1,5,-1
28416,lass=,203000,4,5,4,-1,5,-1,4,-1
28417,lass=,203000,4,-1,3,-1,-1,-1,4,-1
28418,lass=,203000,4,-1,4,-1,-1,-1,5,-1
28419,lass=,203000,4,4,5,-1,4,-1,4,-1
28420,lass=,203000,1,1,2,-1,2,-1,1,-1
28421,lass=,203000,5,4,4,-1,5,-1,5,-1
28422,lass=,203000,5,5,4,-1,5,-1,5,-1
28423,lass=,203000,5,5,5,-1,5,-1,4,-1
28424,lass=,203000,4,4,1,-1,4,-1,3,-1
28425,lass=,203000,3,3,3,-1,3,-1,3,-1
28426,lass=,203000,4,4,2,-1,4,-1,4,-1
28427,DLODRATSAB,258868,4,3,4,4,5,4,4,-1
28428,A TripAdvisor Member,258868,4,4,3,-1,4,-1,4,-1
28429,A TripAdvisor Member,258868,4,4,3,-1,4,-1,3,-1
28430,A TripAdvisor Member,258868,4,3,4,-1,4,-1,4,-1
28431,A TripAdvisor Member,258868,4,4,4,-1,4,-1,4,-1
28432,A TripAdvisor Member,258868,2,2,2,-1,3,-1,2,-1
28433,A TripAdvisor Member,258868,3,-1,-1,-1,-1,-1,-1,-1
28434,A TripAdvisor Member,258868,1,-1,-1,-1,-1,-1,-1,-1
28435,lass=,258868,3,4,4,-1,3,-1,4,-1
28436,lass=,258868,4,-1,4,-1,-1,-1,4,-1
28437,lass=,258868,4,3,4,-1,4,-1,4,-1
28438,lass=,258868,5,5,5,-1,5,-1,5,-1
28439,lass=,258868,4,-1,3,-1,5,-1,4,-1
28440,lass=,258868,3,-1,3,-1,4,-1,4,-1
28441,lass=,258868,4,-1,4,-1,4,-1,4,-1
28442,lass=,258868,3,-1,4,-1,4,-1,2,-1
28443,lass=,258868,4,4,5,-1,5,-1,4,-1
28444,lass=,258868,4,4,5,-1,4,-1,4,-1
28445,Claire_murray,571526,5,5,5,5,5,5,5,-1
28446,Chirgs,571526,5,5,5,5,5,5,5,-1
28447,ElleSheri,571526,5,5,3,4,5,5,5,5
28448,larklaw,571526,5,-1,-1,-1,-1,-1,-1,-1
28449,margarida,571526,5,4,5,5,4,5,5,5
28450,CSNunes,571526,5,5,5,5,5,5,5,-1
28451,JILLYS75,571526,5,5,5,5,5,5,5,3
28452,minkKC,571526,5,5,5,5,5,3,4,-1
28453,FlyMeAnywhere,571526,5,5,5,5,5,5,5,4
28454,debstah,571526,4,5,5,5,5,5,5,1
28455,PlateMan,571526,4,5,4,5,5,5,5,-1
28456,KlausTheInspector,571526,5,5,3,5,5,5,4,-1
28457,IrishLouise,571526,4,4,4,5,5,5,5,-1
28458,Eltel6,571526,5,5,5,5,5,5,5,4
28459,Glamanda,571526,4,4,5,5,5,4,5,4
28460,A TripAdvisor Member,571526,4,5,4,-1,5,-1,5,-1
28461,janrat,571526,4,3,4,-1,5,-1,5,-1
28462,WalesTraveller,571526,5,4,5,-1,5,-1,5,-1
28463,A TripAdvisor Member,571526,5,5,4,-1,5,-1,5,-1
28464,Londonian,571526,5,4,5,5,5,5,5,-1
28465,2Midwest,115754,5,5,4,4,3,5,5,4
28466,ams,115754,5,5,4,3,4,5,4,-1
28467,hydepark,115754,4,4,5,3,4,5,1,5
28468,timidtravelerUs,115754,4,4,5,4,5,5,5,5
28469,AuntieAnne22,115754,4,4,5,5,5,4,5,3
28470,elyette,115754,4,5,5,5,5,5,5,-1
28471,JP3CHICAGO,115754,2,2,3,1,2,2,3,4
28472,DebbaJoy,115754,4,4,4,4,5,5,5,4
28473,Pat & Linda in central CA,115754,4,-1,-1,-1,-1,-1,-1,-1
28474,Johnny_Bea,115754,4,5,5,4,5,5,5,4
28475,SPCTCC,115754,2,2,2,1,3,3,3,2
28476,BenW,115754,2,2,1,5,5,5,-1,5
28477,rr1954,115754,4,5,4,4,5,5,5,5
28478,A TripAdvisor Member,115754,5,4,4,-1,5,-1,5,-1
28479,PlanetR,115754,5,5,5,-1,5,-1,5,-1
28480,A TripAdvisor Member,115754,5,5,5,-1,5,-1,5,-1
28481,A TripAdvisor Member,115754,4,-1,-1,-1,-1,-1,-1,-1
28482,A TripAdvisor Member,115754,5,-1,-1,-1,-1,-1,-1,-1
28483,GuinnessGuy,115754,4,-1,-1,-1,-1,-1,-1,-1
28484,A TripAdvisor Member,115754,4,5,4,-1,5,-1,4,-1
28485,travellator,115754,4,5,5,-1,5,-1,5,-1
28486,A TripAdvisor Member,115754,1,2,2,-1,2,-1,1,-1
28487,LyndaMN,115754,5,-1,-1,-1,-1,-1,-1,-1
28488,A TripAdvisor Member,115754,4,4,4,-1,4,-1,3,-1
28489,victoriabcguy,115754,4,-1,-1,-1,-1,-1,-1,-1
